session_date,sku_id,spike_flag,unit_cost,unit_price,units_sold,units_refunded,stock_available,restock_lead_days
2025-03-17,DQProduk-009,0,149850.0,164850.0,10,1,76,7
2025-03-18,DQProduk-009,0,149850.0,164850.0,15,1,66,2
2025-03-19,DQProduk-009,0,149850.0,164850.0,14,1,76,2
2025-03-20,DQProduk-009,0,149850.0,164850.0,18,0,130,3
2025-03-21,DQProduk-009,1,149850.0,164850.0,50,7,162,1
2025-03-22,DQProduk-009,0,149850.0,164850.0,18,1,183,0
2025-03-23,DQProduk-009,0,149850.0,164850.0,14,0,147,3
2025-03-24,DQProduk-009,0,149850.0,164850.0,9,1,66,2
2025-03-25,DQProduk-009,0,149850.0,164850.0,11,0,45,2
2025-03-26,DQProduk-009,0,149850.0,164850.0,13,0,169,3
2025-03-27,DQProduk-009,0,149850.0,164850.0,19,0,58,3
2025-03-28,DQProduk-009,0,149850.0,164850.0,14,0,29,1
2025-03-29,DQProduk-009,0,149850.0,164850.0,17,2,28,2
2025-03-30,DQProduk-009,0,149850.0,164850.0,16,2,152,5
2025-03-31,DQProduk-009,0,149850.0,164850.0,18,0,67,1
2025-01-01,DQProduk-010,0,164850.0,224850.0,15,2,205,14
2025-01-02,DQProduk-010,0,164850.0,224850.0,18,1,73,0
2025-01-03,DQProduk-010,0,164850.0,224850.0,16,1,117,2
2025-01-04,DQProduk-010,0,164850.0,224850.0,26,1,87,3
2025-01-05,DQProduk-010,0,164850.0,224850.0,19,1,214,3
2025-01-06,DQProduk-010,1,164850.0,224850.0,68,6,123,2
2025-01-07,DQProduk-010,0,164850.0,224850.0,18,2,204,0
2025-01-08,DQProduk-010,0,164850.0,224850.0,21,0,86,1
2025-01-09,DQProduk-010,0,164850.0,224850.0,20,0,106,3
2025-01-10,DQProduk-010,0,164850.0,224850.0,27,2,94,3
2025-01-11,DQProduk-010,1,164850.0,224850.0,65,11,257,1
2025-01-12,DQProduk-010,0,164850.0,224850.0,28,2,151,3
2025-01-13,DQProduk-010,0,164850.0,224850.0,16,2,165,3
2025-01-14,DQProduk-010,0,164850.0,224850.0,22,1,116,3
2025-01-15,DQProduk-010,0,164850.0,224850.0,11,0,63,0
2025-01-16,DQProduk-010,0,164850.0,224850.0,20,1,138,2
2025-01-17,DQProduk-010,0,164850.0,224850.0,20,1,62,3
2025-01-18,DQProduk-010,0,164850.0,224850.0,18,0,178,7
2025-01-19,DQProduk-010,0,164850.0,224850.0,22,1,47,1
2025-01-20,DQProduk-010,0,164850.0,224850.0,19,1,133,3
2025-01-21,DQProduk-010,0,164850.0,224850.0,17,0,193,2
2025-01-22,DQProduk-010,0,164850.0,224850.0,20,0,211,1
2025-01-23,DQProduk-010,0,164850.0,224850.0,19,1,114,3
2025-01-24,DQProduk-010,0,164850.0,224850.0,21,1,178,3
2025-01-25,DQProduk-010,1,164850.0,224850.0,48,1,180,3
2025-01-26,DQProduk-010,0,164850.0,224850.0,23,0,204,5
2025-01-27,DQProduk-010,0,164850.0,224850.0,20,2,164,1
2025-01-28,DQProduk-010,0,164850.0,224850.0,17,3,154,3
2025-01-29,DQProduk-010,0,164850.0,224850.0,18,0,135,2
2025-01-30,DQProduk-010,0,164850.0,224850.0,31,1,51,3
2025-01-31,DQProduk-010,0,164850.0,224850.0,21,1,70,3
2025-02-01,DQProduk-010,0,164850.0,224850.0,23,0,178,2
2025-02-02,DQProduk-010,0,164850.0,224850.0,16,0,96,2
2025-02-03,DQProduk-010,0,164850.0,224850.0,34,1,68,1
2025-02-04,DQProduk-010,0,164850.0,224850.0,18,0,110,3
2025-02-05,DQProduk-010,1,164850.0,224850.0,85,8,222,3
2025-02-06,DQProduk-010,0,164850.0,224850.0,17,1,101,2
2025-02-07,DQProduk-010,0,164850.0,224850.0,24,0,169,5
2025-02-08,DQProduk-010,0,164850.0,224850.0,17,2,129,3
2025-02-09,DQProduk-010,0,164850.0,224850.0,19,3,155,3
2025-02-10,DQProduk-010,0,164850.0,224850.0,24,1,134,3
2025-02-11,DQProduk-010,1,164850.0,224850.0,79,4,181,2
2025-02-12,DQProduk-010,0,164850.0,224850.0,22,1,117,1
2025-02-13,DQProduk-010,0,164850.0,224850.0,24,1,122,3
2025-02-14,DQProduk-010,0,164850.0,224850.0,20,1,75,3
2025-02-15,DQProduk-010,0,164850.0,224850.0,18,1,46,7
2025-02-16,DQProduk-010,0,164850.0,224850.0,13,0,113,3
2025-02-17,DQProduk-010,0,164850.0,224850.0,17,0,93,2
2025-02-18,DQProduk-010,0,164850.0,224850.0,25,0,190,5
2025-02-19,DQProduk-010,0,164850.0,224850.0,20,3,214,3
2025-02-20,DQProduk-010,1,164850.0,224850.0,48,4,80,1
2025-02-21,DQProduk-010,0,164850.0,224850.0,21,1,109,3
2025-02-22,DQProduk-010,0,164850.0,224850.0,14,0,129,5
2025-02-23,DQProduk-010,0,164850.0,224850.0,18,0,66,2
2025-02-24,DQProduk-010,0,164850.0,224850.0,31,1,71,3
2025-02-25,DQProduk-010,1,164850.0,224850.0,67,7,143,1
2025-02-26,DQProduk-010,0,164850.0,224850.0,18,0,84,5
2025-02-27,DQProduk-010,1,164850.0,224850.0,73,5,125,2
2025-02-28,DQProduk-010,0,164850.0,224850.0,15,1,25,5
2025-03-01,DQProduk-010,0,164850.0,224850.0,25,0,174,3
2025-03-02,DQProduk-010,0,164850.0,224850.0,15,1,48,5
2025-03-03,DQProduk-010,0,164850.0,224850.0,22,2,111,2
2025-03-04,DQProduk-010,0,164850.0,224850.0,25,1,115,0
2025-03-05,DQProduk-010,0,164850.0,224850.0,19,0,215,5
2025-03-06,DQProduk-010,0,164850.0,224850.0,18,1,53,3
2025-03-07,DQProduk-010,0,164850.0,224850.0,26,1,87,1
2025-03-08,DQProduk-010,0,164850.0,224850.0,18,0,72,1
2025-03-09,DQProduk-010,0,164850.0,224850.0,27,0,162,1
2025-03-10,DQProduk-010,0,164850.0,224850.0,22,2,196,0
2025-03-11,DQProduk-010,0,164850.0,224850.0,25,1,100,5
2025-03-12,DQProduk-010,0,164850.0,224850.0,19,1,117,1
2025-03-13,DQProduk-010,0,164850.0,224850.0,20,2,57,3
2025-03-14,DQProduk-010,0,164850.0,224850.0,20,6,98,2
2025-03-15,DQProduk-010,0,164850.0,224850.0,18,0,52,1
2025-03-16,DQProduk-010,0,164850.0,224850.0,29,0,89,3
2025-03-17,DQProduk-010,1,164850.0,224850.0,84,8,172,2
2025-03-18,DQProduk-010,0,164850.0,224850.0,21,0,81,2
2025-03-19,DQProduk-010,0,164850.0,224850.0,11,0,85,3
2025-03-20,DQProduk-010,0,164850.0,224850.0,20,3,139,5
2025-03-21,DQProduk-010,0,164850.0,224850.0,26,1,36,3
2025-03-22,DQProduk-010,0,164850.0,224850.0,16,0,167,1
2025-03-23,DQProduk-010,0,164850.0,224850.0,20,2,39,5
2025-03-24,DQProduk-010,0,164850.0,224850.0,16,0,45,5
2025-03-25,DQProduk-010,0,164850.0,224850.0,30,2,73,14
2025-03-26,DQProduk-010,0,164850.0,224850.0,17,0,132,1
2025-03-27,DQProduk-010,0,164850.0,224850.0,18,0,199,7
2025-03-28,DQProduk-010,0,164850.0,224850.0,16,1,142,2
2025-03-29,DQProduk-010,0,164850.0,224850.0,22,2,189,7
2025-03-30,DQProduk-010,0,164850.0,224850.0,20,1,107,5
2025-03-31,DQProduk-010,0,164850.0,224850.0,19,1,98,2
2025-01-01,DQProduk-011,0,164850.0,314850.0,13,2,181,1
2025-01-02,DQProduk-011,0,164850.0,314850.0,13,0,166,1
2025-01-03,DQProduk-011,0,164850.0,314850.0,14,0,82,2
2025-01-04,DQProduk-011,0,164850.0,314850.0,11,0,125,0
2025-01-05,DQProduk-011,1,164850.0,314850.0,54,9,203,2
2025-01-06,DQProduk-011,1,164850.0,314850.0,44,7,67,2
2025-01-07,DQProduk-011,0,164850.0,314850.0,19,0,186,2
2025-01-08,DQProduk-011,0,164850.0,314850.0,20,2,115,1
2025-01-09,DQProduk-011,0,164850.0,314850.0,20,1,194,1
2025-01-10,DQProduk-011,0,164850.0,314850.0,17,1,30,7
2025-01-11,DQProduk-011,0,164850.0,314850.0,14,0,203,3
2025-01-12,DQProduk-011,0,164850.0,314850.0,17,1,128,3
2025-01-13,DQProduk-011,0,164850.0,314850.0,10,0,96,2
2025-01-14,DQProduk-011,0,164850.0,314850.0,15,1,166,3
2025-01-15,DQProduk-011,1,164850.0,314850.0,53,4,109,0
2025-01-16,DQProduk-011,0,164850.0,314850.0,15,0,36,5
2025-01-17,DQProduk-011,0,164850.0,314850.0,14,0,72,3
2025-01-18,DQProduk-011,0,164850.0,314850.0,24,1,56,5
2025-01-19,DQProduk-011,0,164850.0,314850.0,17,0,72,3
2025-01-20,DQProduk-011,0,164850.0,314850.0,20,0,219,5
2025-01-21,DQProduk-011,0,164850.0,314850.0,5,0,86,2
2025-01-22,DQProduk-011,0,164850.0,314850.0,15,0,32,1
2025-01-23,DQProduk-011,1,164850.0,314850.0,52,2,75,5
2025-01-24,DQProduk-011,0,164850.0,314850.0,14,1,88,0
2025-01-25,DQProduk-011,0,164850.0,314850.0,19,0,121,2
2025-01-26,DQProduk-011,0,164850.0,314850.0,9,0,91,5
2025-01-27,DQProduk-011,0,164850.0,314850.0,11,1,29,7
2025-01-28,DQProduk-011,1,164850.0,314850.0,50,4,110,5
2025-01-29,DQProduk-011,0,164850.0,314850.0,15,3,185,0
2025-01-30,DQProduk-011,1,164850.0,314850.0,49,5,198,7
2025-01-31,DQProduk-011,0,164850.0,314850.0,12,0,147,7
2025-02-01,DQProduk-011,1,164850.0,314850.0,57,3,253,5
2025-02-02,DQProduk-011,0,164850.0,314850.0,22,1,209,5
2025-02-03,DQProduk-011,0,164850.0,314850.0,16,1,115,2
2025-02-04,DQProduk-011,0,164850.0,314850.0,17,0,98,2
2025-02-05,DQProduk-011,0,164850.0,314850.0,11,0,88,14
2025-02-06,DQProduk-011,0,164850.0,314850.0,19,2,141,3
2025-02-07,DQProduk-011,1,164850.0,314850.0,36,3,192,0
2025-02-08,DQProduk-011,0,164850.0,314850.0,16,0,213,2
2025-02-09,DQProduk-011,0,164850.0,314850.0,14,0,198,1
2025-02-10,DQProduk-011,0,164850.0,314850.0,12,0,31,3
2025-02-11,DQProduk-011,0,164850.0,314850.0,18,0,70,1
2025-02-12,DQProduk-011,0,164850.0,314850.0,21,0,136,3
2025-02-13,DQProduk-011,1,164850.0,314850.0,53,6,223,1
2025-02-14,DQProduk-011,0,164850.0,314850.0,13,0,112,3
2025-02-15,DQProduk-011,0,164850.0,314850.0,18,2,136,3
2025-02-16,DQProduk-011,0,164850.0,314850.0,10,0,140,3
2025-02-17,DQProduk-011,0,164850.0,314850.0,11,1,200,3
2025-02-18,DQProduk-011,0,164850.0,314850.0,12,1,168,3
2025-02-19,DQProduk-011,0,164850.0,314850.0,13,1,48,5
2025-02-20,DQProduk-011,0,164850.0,314850.0,14,1,210,2
2025-02-21,DQProduk-011,0,164850.0,314850.0,12,2,40,5
2025-02-22,DQProduk-011,0,164850.0,314850.0,17,0,183,1
2025-02-23,DQProduk-011,0,164850.0,314850.0,18,0,94,3
2025-02-24,DQProduk-011,0,164850.0,314850.0,15,1,113,5
2025-02-25,DQProduk-011,0,164850.0,314850.0,12,0,59,7
2025-02-26,DQProduk-011,0,164850.0,314850.0,10,0,188,2
2025-02-27,DQProduk-011,0,164850.0,314850.0,14,0,46,2
2025-02-28,DQProduk-011,0,164850.0,314850.0,10,0,76,1
2025-03-01,DQProduk-011,1,164850.0,314850.0,41,4,163,7
2025-03-02,DQProduk-011,0,164850.0,314850.0,13,1,205,1
2025-03-03,DQProduk-011,0,164850.0,314850.0,17,0,193,5
2025-03-04,DQProduk-011,0,164850.0,314850.0,21,2,104,2
2025-03-05,DQProduk-011,0,164850.0,314850.0,13,0,78,3
2025-03-06,DQProduk-011,1,164850.0,314850.0,31,5,226,7
2025-03-07,DQProduk-011,0,164850.0,314850.0,20,0,30,14
2025-03-08,DQProduk-011,0,164850.0,314850.0,6,1,116,1
2025-03-09,DQProduk-011,0,164850.0,314850.0,15,2,89,2
2025-03-10,DQProduk-011,0,164850.0,314850.0,15,1,155,1
2025-03-11,DQProduk-011,0,164850.0,314850.0,13,0,210,2
2025-03-12,DQProduk-011,0,164850.0,314850.0,17,0,69,2
2025-03-13,DQProduk-011,0,164850.0,314850.0,15,0,48,14
2025-03-14,DQProduk-011,1,164850.0,314850.0,48,3,202,3
2025-03-15,DQProduk-011,0,164850.0,314850.0,18,0,39,3
2025-03-16,DQProduk-011,0,164850.0,314850.0,15,0,159,7
2025-03-17,DQProduk-011,0,164850.0,314850.0,25,1,216,3
2025-03-18,DQProduk-011,0,164850.0,314850.0,15,0,174,3
2025-03-19,DQProduk-011,0,164850.0,314850.0,16,0,105,3
2025-03-20,DQProduk-011,0,164850.0,314850.0,23,2,188,2
2025-03-21,DQProduk-011,0,164850.0,314850.0,20,1,218,5
2025-03-22,DQProduk-011,0,164850.0,314850.0,9,0,90,1
2025-03-23,DQProduk-011,0,164850.0,314850.0,10,0,160,3
2025-03-24,DQProduk-011,1,164850.0,314850.0,44,3,86,5
2025-03-25,DQProduk-011,1,164850.0,314850.0,45,3,101,3
2025-03-26,DQProduk-011,0,164850.0,314850.0,19,0,135,1
2025-03-27,DQProduk-011,1,164850.0,314850.0,52,4,120,3
2025-03-28,DQProduk-011,0,164850.0,314850.0,11,0,75,2
2025-03-29,DQProduk-011,0,164850.0,314850.0,13,1,89,1
2025-03-30,DQProduk-011,1,164850.0,314850.0,44,4,234,1
2025-03-31,DQProduk-011,0,164850.0,314850.0,15,0,208,3
2025-01-01,DQProduk-012,0,134850.0,179850.0,2,0,48,5
2025-01-02,DQProduk-012,1,134850.0,179850.0,10,3,195,3
2025-01-03,DQProduk-012,0,134850.0,179850.0,4,0,101,2
2025-01-04,DQProduk-012,1,134850.0,179850.0,17,0,70,2
2025-01-05,DQProduk-012,0,134850.0,179850.0,5,1,126,2
2025-01-06,DQProduk-012,0,134850.0,179850.0,3,0,174,3
2025-01-07,DQProduk-012,1,134850.0,179850.0,14,2,143,3
2025-01-08,DQProduk-012,0,134850.0,179850.0,5,0,127,1
2025-01-09,DQProduk-012,0,134850.0,179850.0,4,1,17,2
2025-01-10,DQProduk-012,0,134850.0,179850.0,6,0,57,1
2025-01-11,DQProduk-012,0,134850.0,179850.0,3,0,90,5
2025-01-12,DQProduk-012,0,134850.0,179850.0,6,0,100,5
2025-01-13,DQProduk-012,0,134850.0,179850.0,3,0,82,2
2025-01-14,DQProduk-012,0,134850.0,179850.0,7,0,171,3
2025-01-15,DQProduk-012,0,134850.0,179850.0,8,1,103,1
2025-01-16,DQProduk-012,0,134850.0,179850.0,6,0,112,3
2025-01-17,DQProduk-012,0,134850.0,179850.0,0,0,26,2
2025-01-18,DQProduk-012,0,134850.0,179850.0,5,1,191,1
2025-01-19,DQProduk-012,0,134850.0,179850.0,1,1,79,2
2025-01-20,DQProduk-012,0,134850.0,179850.0,12,0,50,2
2025-01-21,DQProduk-012,0,134850.0,179850.0,8,0,195,1
2025-01-22,DQProduk-012,0,134850.0,179850.0,6,0,170,0
2025-01-23,DQProduk-012,0,134850.0,179850.0,3,0,130,1
2025-01-24,DQProduk-012,0,134850.0,179850.0,2,0,88,5
2025-01-25,DQProduk-012,0,134850.0,179850.0,3,0,81,2
2025-01-26,DQProduk-012,0,134850.0,179850.0,4,0,45,3
2025-01-27,DQProduk-012,0,134850.0,179850.0,6,1,178,3
2025-01-28,DQProduk-012,0,134850.0,179850.0,5,0,161,5
2025-01-29,DQProduk-012,0,134850.0,179850.0,6,0,102,2
2025-01-30,DQProduk-012,1,134850.0,179850.0,11,1,29,0
2025-01-31,DQProduk-012,0,134850.0,179850.0,4,1,122,3
2025-02-01,DQProduk-012,1,134850.0,179850.0,10,1,59,1
2025-02-02,DQProduk-012,0,134850.0,179850.0,6,1,105,1
2025-02-03,DQProduk-012,0,134850.0,179850.0,3,0,44,2
2025-02-04,DQProduk-012,0,134850.0,179850.0,1,0,174,1
2025-02-05,DQProduk-012,0,134850.0,179850.0,4,1,83,3
2025-02-06,DQProduk-012,1,134850.0,179850.0,11,2,33,3
2025-02-07,DQProduk-012,0,134850.0,179850.0,4,0,84,3
2025-02-08,DQProduk-012,0,134850.0,179850.0,6,1,156,0
2025-02-09,DQProduk-012,0,134850.0,179850.0,5,1,197,3
2025-02-10,DQProduk-012,0,134850.0,179850.0,7,0,171,0
2025-02-11,DQProduk-012,0,134850.0,179850.0,1,0,66,2
2025-02-12,DQProduk-012,0,134850.0,179850.0,6,0,109,7
2025-02-13,DQProduk-012,0,134850.0,179850.0,5,0,189,2
2025-02-14,DQProduk-012,0,134850.0,179850.0,5,0,125,5
2025-02-15,DQProduk-012,0,134850.0,179850.0,3,0,147,5
2025-02-16,DQProduk-012,0,134850.0,179850.0,4,0,135,2
2025-02-17,DQProduk-012,1,134850.0,179850.0,15,0,138,2
2025-02-18,DQProduk-012,0,134850.0,179850.0,2,1,14,3
2025-02-19,DQProduk-012,0,134850.0,179850.0,1,0,144,1
2025-02-20,DQProduk-012,0,134850.0,179850.0,5,0,126,3
2025-02-21,DQProduk-012,0,134850.0,179850.0,4,1,156,2
2025-02-22,DQProduk-012,0,134850.0,179850.0,4,0,93,5
2025-02-23,DQProduk-012,0,134850.0,179850.0,4,0,109,5
2025-02-24,DQProduk-012,0,134850.0,179850.0,5,0,95,2
2025-02-25,DQProduk-012,0,134850.0,179850.0,7,0,143,2
2025-02-26,DQProduk-012,0,134850.0,179850.0,4,0,197,1
2025-02-27,DQProduk-012,0,134850.0,179850.0,6,1,110,5
2025-02-28,DQProduk-012,0,134850.0,179850.0,3,0,105,1
2025-03-01,DQProduk-012,1,134850.0,179850.0,13,1,25,7
2025-03-02,DQProduk-012,0,134850.0,179850.0,6,0,23,2
2025-03-03,DQProduk-012,0,134850.0,179850.0,5,1,25,2
2025-03-04,DQProduk-012,1,134850.0,179850.0,9,2,171,3
2025-03-05,DQProduk-012,0,134850.0,179850.0,5,0,169,1
2025-03-06,DQProduk-012,0,134850.0,179850.0,6,0,38,5
2025-03-07,DQProduk-012,0,134850.0,179850.0,5,1,122,3
2025-03-08,DQProduk-012,0,134850.0,179850.0,3,0,22,3
2025-03-09,DQProduk-012,1,134850.0,179850.0,22,1,64,1
2025-03-10,DQProduk-012,0,134850.0,179850.0,2,0,36,3
2025-03-11,DQProduk-012,0,134850.0,179850.0,6,0,19,7
2025-03-12,DQProduk-012,0,134850.0,179850.0,3,0,99,2
2025-03-13,DQProduk-012,0,134850.0,179850.0,7,0,33,5
2025-03-14,DQProduk-012,0,134850.0,179850.0,6,0,131,3
2025-03-15,DQProduk-012,0,134850.0,179850.0,4,0,89,2
2025-03-16,DQProduk-012,1,134850.0,179850.0,19,2,94,3
2025-03-17,DQProduk-012,0,134850.0,179850.0,2,0,79,2
2025-03-18,DQProduk-012,0,134850.0,179850.0,3,0,151,14
2025-03-19,DQProduk-012,1,134850.0,179850.0,8,2,117,1
2025-03-20,DQProduk-012,0,134850.0,179850.0,5,1,164,2
2025-03-21,DQProduk-012,0,134850.0,179850.0,2,0,144,0
2025-03-22,DQProduk-012,0,134850.0,179850.0,5,1,134,3
2025-03-23,DQProduk-012,0,134850.0,179850.0,8,0,112,3
2025-03-24,DQProduk-012,0,134850.0,179850.0,6,0,66,1
2025-03-25,DQProduk-012,1,134850.0,179850.0,16,1,163,2
2025-03-26,DQProduk-012,1,134850.0,179850.0,19,1,88,1
2025-03-27,DQProduk-012,0,134850.0,179850.0,4,0,93,1
2025-03-28,DQProduk-012,0,134850.0,179850.0,5,0,48,5
2025-03-29,DQProduk-012,0,134850.0,179850.0,11,0,35,2
2025-03-30,DQProduk-012,0,134850.0,179850.0,4,0,134,2
2025-03-31,DQProduk-012,1,134850.0,179850.0,9,0,132,3
2025-01-01,DQProduk-013,0,224850.0,314850.0,8,0,178,14
2025-01-02,DQProduk-013,1,224850.0,314850.0,9,0,144,1
2025-01-03,DQProduk-013,0,224850.0,314850.0,2,0,159,2
2025-01-04,DQProduk-013,0,224850.0,314850.0,5,0,198,2
2025-01-05,DQProduk-013,0,224850.0,314850.0,5,1,75,0
2025-01-06,DQProduk-013,1,224850.0,314850.0,10,2,159,5
2025-01-07,DQProduk-013,0,224850.0,314850.0,3,0,98,1
2025-01-08,DQProduk-013,1,224850.0,314850.0,10,1,106,2
2025-01-09,DQProduk-013,0,224850.0,314850.0,3,1,70,5
2025-01-10,DQProduk-013,0,224850.0,314850.0,4,1,93,3
2025-01-11,DQProduk-013,0,224850.0,314850.0,4,0,202,2
2025-01-12,DQProduk-013,0,224850.0,314850.0,10,0,127,2
2025-01-13,DQProduk-013,0,224850.0,314850.0,11,1,152,5
2025-01-14,DQProduk-013,0,224850.0,314850.0,5,0,113,2
2025-01-15,DQProduk-013,0,224850.0,314850.0,4,0,100,5
2025-01-16,DQProduk-013,0,224850.0,314850.0,6,1,130,5
2025-01-17,DQProduk-013,0,224850.0,314850.0,10,0,57,3
2025-01-18,DQProduk-013,0,224850.0,314850.0,10,1,142,5
2025-01-19,DQProduk-013,0,224850.0,314850.0,1,0,192,3
2025-01-20,DQProduk-013,1,224850.0,314850.0,34,3,171,3
2025-01-21,DQProduk-013,0,224850.0,314850.0,3,0,56,3
2025-01-22,DQProduk-013,0,224850.0,314850.0,6,1,71,3
2025-01-23,DQProduk-013,0,224850.0,314850.0,8,0,192,2
2025-01-24,DQProduk-013,1,224850.0,314850.0,12,0,208,3
2025-01-25,DQProduk-013,1,224850.0,314850.0,23,1,154,1
2025-01-26,DQProduk-013,0,224850.0,314850.0,7,0,67,2
2025-01-27,DQProduk-013,0,224850.0,314850.0,3,0,162,7
2025-01-28,DQProduk-013,0,224850.0,314850.0,4,0,34,7
2025-01-29,DQProduk-013,0,224850.0,314850.0,6,0,19,2
2025-01-30,DQProduk-013,0,224850.0,314850.0,5,0,156,5
2025-01-31,DQProduk-013,0,224850.0,314850.0,10,2,126,3
2025-02-01,DQProduk-013,0,224850.0,314850.0,6,1,196,3
2025-02-02,DQProduk-013,0,224850.0,314850.0,4,1,54,2
2025-02-03,DQProduk-013,0,224850.0,314850.0,4,0,169,2
2025-02-04,DQProduk-013,0,224850.0,314850.0,9,0,177,3
2025-02-05,DQProduk-013,1,224850.0,314850.0,14,1,49,2
2025-02-06,DQProduk-013,0,224850.0,314850.0,6,0,102,7
2025-02-07,DQProduk-013,0,224850.0,314850.0,4,0,142,5
2025-02-08,DQProduk-013,0,224850.0,314850.0,8,1,183,2
2025-02-09,DQProduk-013,0,224850.0,314850.0,9,0,55,7
2025-02-10,DQProduk-013,0,224850.0,314850.0,7,1,160,7
2025-02-11,DQProduk-013,0,224850.0,314850.0,5,0,101,2
2025-02-12,DQProduk-013,0,224850.0,314850.0,4,0,87,3
2025-02-13,DQProduk-013,1,224850.0,314850.0,15,1,46,1
2025-02-14,DQProduk-013,0,224850.0,314850.0,4,0,103,7
2025-02-15,DQProduk-013,0,224850.0,314850.0,7,1,95,3
2025-02-16,DQProduk-013,0,224850.0,314850.0,7,0,128,2
2025-02-17,DQProduk-013,0,224850.0,314850.0,7,0,29,1
2025-02-18,DQProduk-013,0,224850.0,314850.0,6,0,50,2
2025-02-19,DQProduk-013,0,224850.0,314850.0,3,0,79,7
2025-02-20,DQProduk-013,0,224850.0,314850.0,7,0,183,0
2025-02-21,DQProduk-013,0,224850.0,314850.0,7,0,75,3
2025-02-22,DQProduk-013,0,224850.0,314850.0,6,1,41,1
2025-02-23,DQProduk-013,0,224850.0,314850.0,2,0,107,2
2025-02-24,DQProduk-013,0,224850.0,314850.0,4,0,14,1
2025-02-25,DQProduk-013,0,224850.0,314850.0,6,0,49,1
2025-02-26,DQProduk-013,0,224850.0,314850.0,8,0,87,1
2025-02-27,DQProduk-013,1,224850.0,314850.0,20,1,82,2
2025-02-28,DQProduk-013,0,224850.0,314850.0,7,0,178,3
2025-03-01,DQProduk-013,1,224850.0,314850.0,8,1,138,3
2025-03-02,DQProduk-013,1,224850.0,314850.0,18,4,73,14
2025-03-03,DQProduk-013,0,224850.0,314850.0,8,0,45,3
2025-03-04,DQProduk-013,0,224850.0,314850.0,3,1,71,1
2025-03-05,DQProduk-013,0,224850.0,314850.0,8,0,160,2
2025-03-06,DQProduk-013,0,224850.0,314850.0,6,1,36,7
2025-03-07,DQProduk-013,0,224850.0,314850.0,13,0,83,5
2025-03-08,DQProduk-013,0,224850.0,314850.0,5,0,101,3
2025-03-09,DQProduk-013,0,224850.0,314850.0,4,0,63,3
2025-03-10,DQProduk-013,1,224850.0,314850.0,21,2,218,1
2025-03-11,DQProduk-013,0,224850.0,314850.0,7,0,114,3
2025-03-12,DQProduk-013,0,224850.0,314850.0,8,0,142,5
2025-03-13,DQProduk-013,0,224850.0,314850.0,6,0,115,3
2025-03-14,DQProduk-013,0,224850.0,314850.0,9,0,181,2
2025-03-15,DQProduk-013,0,224850.0,314850.0,6,1,180,0
2025-03-16,DQProduk-013,0,224850.0,314850.0,6,1,135,2
2025-03-17,DQProduk-013,1,224850.0,314850.0,10,0,116,3
2025-03-18,DQProduk-013,0,224850.0,314850.0,6,1,77,14
2025-03-19,DQProduk-013,0,224850.0,314850.0,7,1,26,14
2025-03-20,DQProduk-013,1,224850.0,314850.0,16,2,79,2
2025-03-21,DQProduk-013,0,224850.0,314850.0,6,1,161,7
2025-03-22,DQProduk-013,0,224850.0,314850.0,10,1,176,2
2025-03-23,DQProduk-013,0,224850.0,314850.0,8,1,75,3
2025-03-24,DQProduk-013,0,224850.0,314850.0,4,0,151,3
2025-03-25,DQProduk-013,0,224850.0,314850.0,7,1,86,2
2025-03-26,DQProduk-013,0,224850.0,314850.0,7,0,104,3
2025-03-27,DQProduk-013,0,224850.0,314850.0,13,1,74,2
2025-03-28,DQProduk-013,0,224850.0,314850.0,7,0,118,2
2025-03-29,DQProduk-013,0,224850.0,314850.0,6,0,90,3
2025-03-30,DQProduk-013,0,224850.0,314850.0,5,0,113,5
2025-03-31,DQProduk-013,0,224850.0,314850.0,5,0,34,1
2025-01-01,DQProduk-014,0,89850.0,164850.0,20,1,188,1
2025-01-02,DQProduk-014,0,89850.0,164850.0,21,4,43,0
2025-01-03,DQProduk-014,0,89850.0,164850.0,12,2,88,3
2025-01-04,DQProduk-014,0,89850.0,164850.0,25,3,165,2
2025-01-05,DQProduk-014,0,89850.0,164850.0,17,1,187,1
2025-01-06,DQProduk-014,0,89850.0,164850.0,19,2,137,3
2025-01-07,DQProduk-014,0,89850.0,164850.0,18,2,174,3
2025-01-08,DQProduk-014,0,89850.0,164850.0,18,0,30,1
2025-01-09,DQProduk-014,0,89850.0,164850.0,18,0,161,3
2025-01-10,DQProduk-014,0,89850.0,164850.0,13,0,108,3
2025-01-11,DQProduk-014,0,89850.0,164850.0,19,1,138,2
2025-01-12,DQProduk-014,0,89850.0,164850.0,24,2,144,2
2025-01-13,DQProduk-014,0,89850.0,164850.0,17,0,130,1
2025-01-14,DQProduk-014,0,89850.0,164850.0,19,1,173,0
2025-01-15,DQProduk-014,0,89850.0,164850.0,16,0,179,3
2025-01-16,DQProduk-014,0,89850.0,164850.0,15,1,156,2
2025-01-17,DQProduk-014,0,89850.0,164850.0,18,1,148,7
2025-01-18,DQProduk-014,0,89850.0,164850.0,21,1,144,3
2025-01-19,DQProduk-014,0,89850.0,164850.0,19,3,213,3
2025-01-20,DQProduk-014,1,89850.0,164850.0,46,6,204,5
2025-01-21,DQProduk-014,0,89850.0,164850.0,22,0,171,5
2025-01-22,DQProduk-014,0,89850.0,164850.0,16,1,26,2
2025-01-23,DQProduk-014,0,89850.0,164850.0,17,1,172,3
